PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021, popn_highschool_and_equivalent,high_school_per,area_kmsq,lum_count_2021,sum_2021,mean_2021,lum_count_2017,sum_2017,mean_2017,lum_count_2016,sum_2016,mean_2016,lum_count_2015,sum_2015,mean_2015,lum_count_2014,sum_2014,mean_2014,lum_count_2013,sum_2013,mean_2013,lum_count_2012,sum_2012,mean_2012,lisa_total_100_20_21,lisa_governance_management_9_20_21,lisa_organization_administration_8_20_21,lisa_budget_plan_management_11_20_21,lisa_fiscal_economic_management_11_20_21,lisa_service_delivery_16_20_21,lisa_judicial_execution_7_20_21,lisa_physical_infrastructure_13_20_21,lisa_social_inclusion_10_20_21,lisa_environmental_protection_ disaster_management_9_20_21,lisa_cooperation_coordination_6_20_21,lisa_total_100_21_22,lisa_governance_management_9_21_22,lisa_organization_administration_8_21_22,lisa_budget_plan_management_11_21_22,lisa_fiscal_economic_management_11_21_22,lisa_service_delivery_16_21_22,lisa_judicial_execution_7_21_22,lisa_physical_infrastructure_13_21_22,lisa_social_inclusion_10_21_22,lisa_environmental_protection_ disaster_management_9_21_22,lisa_cooperation_coordination_6_21_22,fra_plan_budget_program_management_21_21_22,fra_implementation_capability_management_21_21_22,fra_accounting_reporting_17_20_21,fra_monitoring_evaluation_audit_16_21_22,fra_revenue_management_17_21_22,fra_total_100_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation
4,NAWALPUR,Gaunpalika,Binayee Tribeni,39201,3015,7.69%,288.07,1516,922.3282565,0.608395948,1516,679.3110212,0.448094341,1516,500.7745446,0.330326217,1516,322.1999424,0.212532944,1516,343.108789,0.226325059,1516,466.2661002,0.307563391,1516,267.3421093,0.176347038,48,8,3,6,5,8.25,6,3.5,5.75,1,1.5,63.5,8,6,6.5,6,11.5,5,9,4.5,4,3,12.5,22.5,12,11.5,10,68.5,Dambar Bahadur GC,58,Male,NC
4,NAWALPUR,Gaunpalika,Bulingtar,14596,662,4.54%,147.68,778,299.1744701,0.384543021,778,223.8776049,0.287760418,778,83.04446679,0.10674096,778,131.446867,0.168954842,778,107.1967824,0.137785067,778,119.7912096,0.153973277,778,86.43025461,0.111092872,52.75,6.75,5.5,9,8,12.5,3.75,4.25,0,3,0,50.5,5.5,5,7.5,8,10.5,5,3.5,2,3.5,0,12,20,9,5,4.5,50.5,Sashi Kiran Bastakoti,46,Male,NC
4,NAWALPUR,Gaunpalika,Bungdikali,11339,538,4.74%,91.87,488,187.5713796,0.384367581,488,135.9576987,0.278601842,488,51.81806743,0.106184564,488,81.47237942,0.166951597,488,58.22514341,0.119313818,488,68.84061681,0.141066838,488,49.3517188,0.101130571,80,8,7.5,9,11,13,6,8.5,8,4,5,66.5,8.5,6,8,8.25,14.5,6,1.5,6,3,4.75,18.5,18.5,11,6.5,9.5,64,Durga Bahadur Rana,70,Male,NC
4,NAWALPUR,Nagarpalika,Devchuli,59400,6103,10.27%,112.72,595,433.9796126,0.7293775,595,290.2292919,0.487780323,595,279.1613573,0.469178752,595,197.6676637,0.332214561,595,222.9123779,0.374642652,595,266.2658717,0.447505667,595,196.7018246,0.330591302,87,8.5,8,10,10,14,7,10.5,8.5,6,4.5,80,8.5,5,9,9.25,14.75,6,10,6.5,6,5,14,20,6,4,9.5,53.5,Purna Kumar Shrestha,70,Male,NC
4,NAWALPUR,Nagarpalika,Gaidakot,80737,11237,13.92%,159.93,846,707.5890037,0.836393621,846,415.7492129,0.49142933,846,401.8135931,0.474956966,846,309.8332438,0.366233149,846,295.2672568,0.34901567,846,455.6586502,0.538603605,846,369.1603437,0.436359744,71.5,7.5,4.5,6.5,9.5,13,7,7.5,6.5,4.5,5,87.75,8.5,5,9.5,11,14.5,7,11.5,8,7.75,5,13,24.5,15,11,12,75.5,Chatra Raj Paudel,46,Male,CPN-UML
4,NAWALPUR,Gaunpalika,Hupsekot,26861,1934,7.20%,189.21,1000,467.7922939,0.467792294,1000,315.3533888,0.315353389,1000,176.6717232,0.176671723,1000,188.8402681,0.188840268,1000,173.0552516,0.173055252,1000,203.1636146,0.203163615,1000,139.4881453,0.139488145,67.5,8,4,6.5,7,13.5,6,9.5,6,2.5,4.5,70.75,8,4,6.5,7,14.25,7,9.5,7.5,2.5,4.5,10,22,11,11,11.5,65.5,Lakshmi Devi Pandey,48,Female,NC
4,NAWALPUR,Nagarpalika,Kawasoti,87176,10065,11.55%,108.34,567,447.3687213,0.78901009,567,292.1574894,0.515268941,567,205.5782668,0.362571899,567,213.7851439,0.377046109,567,196.6936098,0.34690231,567,213.5327199,0.376600917,567,250.0502435,0.44100572,77.75,7.5,8,9.5,10.75,12,7,6,9.5,3,4.5,79.25,8,8,9,10.5,13.75,7,8,9,4.5,1.5,13,21,14,11,13,72,Chandra Kumari Pun,57,Female,CPN-UML
4,NAWALPUR,Nagarpalika,Madhyabindu,61548,5392,8.76%,233.35,1229,699.2997263,0.568998964,1229,491.6807626,0.400065714,1229,287.6942266,0.234088061,1229,297.8358977,0.242340031,1229,341.35734,0.277752107,1229,417.4506392,0.339666916,1229,251.6787141,0.204783331,61.5,8,4.75,8.5,7.25,9,5,8.5,6,3.5,1,71.25,7.5,5.5,8,7.75,11.5,7,9.5,6,4.5,4,19,27,16,13,14.5,89.5,Chandra Bahadur Rana,59,Male,NC
4,PARBAT,Gaunpalika,Bihadi,12521,1158,9.25%,44.8,239,111.5797353,0.466860817,239,76.43214771,0.319799781,239,25.26846157,0.105725781,239,48.82511009,0.204289164,239,31.74165841,0.132810286,239,39.94953322,0.167152859,239,29.80751638,0.124717642,70.75,7.5,7,6,8.75,11,6,8,8.5,4,4,67.5,6.5,7,6,10,10.5,5,7.5,8.5,3.5,3,16,24.5,17,7,14,78.5,Kamal Prasad Bhusal,52,Male,CPN-UML
4,PARBAT,Gaunpalika,Jaljala,21375,2221,10.39%,82.26,439,210.9247757,0.480466459,439,141.2913537,0.321848186,439,47.96958589,0.109270127,439,87.2904529,0.1988393,439,55.30727567,0.125984683,439,65.17053936,0.148452254,439,51.8675134,0.118149233,67.75,8.25,6,5,8.25,12.25,6,8,7,3,4,59.25,7.5,4,5,8.75,12,6,5.75,5.5,4.25,0.5,15.5,20.5,11,7.5,13.5,68,Yam Bahadur Malla,37,Male,NC
4,PARBAT,Nagarpalika,Kushma,38774,4559,11.76%,93.18,493,353.2199561,0.716470499,493,173.19233,0.351302901,493,63.77692381,0.129364957,493,111.1019633,0.225358952,493,77.47894953,0.157158113,493,85.62963333,0.17369094,493,71.23177967,0.144486369,66.25,7.5,6,5,8,11.5,4,8.5,6.5,5.5,3.75,72,7.25,7.5,5.25,8,11.25,4.5,8,7.5,7,5.75,-,-,-,-,-,N/A,Ram Chandra Joshi,46,Male,NC
4,PARBAT,Gaunpalika,Mahashila,8233,764,9.28%,49.38,264,120.8827003,0.457889016,264,83.56813994,0.316545985,264,24.65450516,0.093388277,264,52.43006982,0.198598749,264,33.74595954,0.127825604,264,39.44540165,0.1494144,264,28.71668064,0.108775305,69.5,7,6.75,7.25,7.75,13,6.5,7,7,3.5,3.75,75.75,8.5,6,8,9.5,15.5,7,5.5,7.5,5.5,2.75,13.5,23,15,9,9.5,70,Raju Prasad Paudel,50,Male,CPN-UML
4,PARBAT,Gaunpalika,Modi,18018,1765,9.80%,143.6,761,311.1228299,0.408834205,761,245.3826352,0.322447615,761,68.2982177,0.089747986,761,157.6117067,0.20711131,761,96.67968647,0.127042952,761,120.1387632,0.157869597,761,90.66827949,0.1191436,85.75,9,8,9,10,14.5,6,9.25,9,6.5,4.5,75,7.5,7.5,7,8,15,6,8.5,8,5.5,2,14,23,14,10,11,72,Prem Sharma Paudel,54,Male,CPN-UML
4,PARBAT,Gaunpalika,Painyu,12705,1387,10.92%,42.65,219,108.5189813,0.495520463,219,73.3221893,0.334804517,219,27.92840452,0.127526961,219,48.41726333,0.221083394,219,31.32175282,0.143021702,219,40.19897997,0.183556986,219,28.95958166,0.132235533,72.25,9,7.5,6,8,13.75,5,8.5,7,5.5,2,61.75,9,4,4.5,7.25,13.25,5,7.25,6,2.5,3,10.5,20,13,5.5,12,61,Khagendra Prasad Tiwari,59,Male,NC
4,PARBAT,Nagarpalika,Phalebas,20726,2100,10.13%,85.7,457,199.8384952,0.437283359,457,139.6997612,0.305688755,457,42.07620243,0.092070465,457,90.89381225,0.198892368,457,54.85352767,0.120029601,457,67.96142479,0.148712089,457,52.71187152,0.115343264,86.25,9,7.5,7.5,10.75,13,5.5,11.5,8,7.5,6,84.25,8,8,9,8.75,14.5,5.5,9,9,6.5,6,13.5,23,12,11.5,10,70,Padampadi Sharma,36,Male,CPN-UML
4,SYANGJA,Gaunpalika,Aandhikhola,14970,1262,8.43%,69.61,369,164.1602358,0.444878688,369,108.8309621,0.294934857,369,45.32463963,0.122831002,369,71.60580316,0.194053667,369,42.3901628,0.11487849,369,55.65357006,0.150822683,369,40.8118142,0.110601122,79.25,8,8,9,11,14.5,7,7,7,2.75,5,81,8,8,8,11,15.5,7,8,7,2.5,6,17,26,15,13,12,83,Sudhir Kumar Paudel,46,Male,CPN-UML
4,SYANGJA,Gaunpalika,Arjunchaupari,14094,1350,9.58%,57.22,302,132.4508673,0.438579031,302,92.22447118,0.305379044,302,26.18496396,0.086705179,302,62.24619471,0.206113228,302,37.34586703,0.123661811,302,47.13466741,0.156075058,302,36.19644643,0.119855783,55.5,6.5,3,5.5,9,10,5,5,6,4,1.5,77.25,8.5,7,8.5,9.75,15,6.5,5.5,8,5,3.5,14.5,20,11,6.5,12.5,64.5,Dhirgha Narayan Aryal,66,Male,NC
4,SYANGJA,Nagarpalika,Bhirkot,22617,2228,9.85%,78.23,415,210.9906516,0.508411209,415,146.0178657,0.351850279,415,62.72732765,0.151150187,415,107.4854334,0.259001044,415,70.20096828,0.16915896,415,76.53358317,0.184418273,415,67.16174545,0.161835531,77.75,8,6.5,6.5,10,14.25,7,7.5,6.5,7,4.5,83.5,9,6.5,7,11,14,7,10,9,6,4,13,22,13,7.5,10,65.5,Chaya Ram Khanal,65,Male,NC
4,SYANGJA,Gaunpalika,Biruwa,13900,1266,9.11%,95.79,506,244.096222,0.482403601,506,160.3419233,0.316881271,506,79.04724588,0.156219854,506,109.8952743,0.217184337,506,75.0688161,0.148357344,506,83.45655072,0.164933895,506,67.64314052,0.133682096,60.75,8,4.25,8,7.5,10,6,8.5,4,3.5,1,67,7,4.5,8.5,9.75,11.25,6,8,6.5,3.5,2,14.5,23.5,11,6.5,11.5,67,Chun Prasad Sharma,55,Male,CPN-UML
4,SYANGJA,Nagarpalika,Chapakot,22787,2041,8.96%,120.59,634,319.8153273,0.504440579,634,211.9972361,0.334380499,634,98.24136917,0.154954841,634,145.7275388,0.229854162,634,106.5062607,0.167990948,634,114.5982701,0.180754369,634,92.297347,0.145579412,49.75,4.75,4.75,5,5.5,11,6,6,4.75,2,0,56.75,6.75,5.5,7.5,9.5,10,4.5,7,3.5,2.5,0,8.5,14,11,6.5,5.5,45.5,Shiva Kumar Giri,56,Male,NC
4,SYANGJA,Nagarpalika,Galyang,31125,3342,10.74%,122.71,646,334.161123,0.51727728,646,241.2435456,0.373442021,646,117.9087715,0.182521318,646,170.0637717,0.263256613,646,118.5867562,0.18357083,646,130.3147146,0.201725564,646,109.5269203,0.169546316,62.25,6.5,5.75,8,9.5,12,6,3,8.5,2,1,60.75,7.5,3.5,6,8.5,13.75,7,5,7.5,2,0,7.5,15.5,9,1,7,40,Bhupraj Adhikari,49,Male,CPN-UML
4,SYANGJA,Gaunpalika,Harinas,12979,891,6.86%,87.48,463,206.9522483,0.446981098,463,139.9385807,0.302243155,463,49.58960897,0.107104987,463,88.30844548,0.190730984,463,65.42231163,0.141300889,463,69.35892256,0.149803288,463,55.00642424,0.118804372,65.5,9,7.25,8,9.5,12.25,4,4.5,3.5,3,4.5,69.5,8,6.5,9,7.75,10.5,2.75,9.5,5,4.5,6,-,-,-,-,-,N/A,Khim Narayan Manandhar,33,Male,CPN-UML
4,SYANGJA,Gaunpalika,Kaligandagi,18008,1990,11.05%,73.51,391,177.9825041,0.45519822,391,132.6932245,0.339368861,391,49.61710725,0.126897972,391,88.12749301,0.225390008,391,66.13546159,0.169144403,391,75.36905174,0.192759723,391,61.90050332,0.158313308,64.25,8,4,7,9.5,11,5,8,7.5,4.25,0,68.75,8,7.5,7,9,13.25,3.5,6.5,5.5,5,3.5,18.5,21.5,17,11.5,15,83.5,Khim Bahadur Thapa,49,Male,CPN-UML
4,SYANGJA,Gaunpalika,Phedikhola,10786,1286,11.92%,56.73,299,126.5276997,0.423169564,299,97.16823646,0.324977379,299,30.37750188,0.101596996,299,61.23156331,0.204787837,299,39.73754503,0.132901488,299,49.71283203,0.166263652,299,42.030192,0.140569204,92.75,9,7.5,10.5,10,13.5,7,11.25,10,8,6,92.5,9,7.5,9.5,10.5,15,7,11,9,8,6,14,24.5,15,9,15,77.5,Ghamshyam Subedi,33,Male,CPN-UML
4,SYANGJA,Nagarpalika,Putalibazar,42079,4986,11.85%,147.21,776,379.6648016,0.489258765,776,258.7147136,0.333395249,776,96.22994589,0.124007662,776,176.0285077,0.22684086,776,149.5313525,0.192695042,776,145.8307197,0.187926185,776,112.7368573,0.145279455,82.5,8.5,6,8,10,15,7,9,6,7,6,65.5,7.5,5,7,10,13.5,6,7,5,3.5,1,-,-,-,-,-,N/A,Sima Kumari Chettri,49,Male,CPN-UML
4,SYANGJA,Nagarpalika,Waling,50932,6599,12.96%,128.4,677,383.8924563,0.567049418,677,250.9181557,0.370632431,677,126.3883814,0.186688894,677,187.7018486,0.277255316,677,127.5440104,0.18839588,677,136.4112094,0.201493662,677,124.1218046,0.183340923,95,9,8,11,11,16,7,11,9,7,6,74.5,9,7.5,9.5,9,15.5,7,9,2,5,1,19.5,21.5,16,8.5,10.5,76,Dilip Pratap Khad,50,Male,NC
4,TANAHU,Gaunpalika,Anbukhaireni,22349,1995,8.93%,128,682,356.5530589,0.522805072,682,270.4760918,0.39659251,682,149.2598042,0.218856018,682,154.7175402,0.226858563,682,138.8777118,0.203633008,682,193.1864963,0.283264657,682,120.1986201,0.176244311,73.5,6.5,6.25,8.5,10.25,11.5,7,10.5,5.5,5.5,2,77.25,8.5,7.5,7,8.5,12.75,7,9.5,8.5,6,2,20.5,20,16,5,12,73.5,Gir Bahadur Thapa,57,Male,NC
4,TANAHU,Gaunpalika,Bandipur,19403,1539,7.93%,101.54,543,264.7992813,0.487659818,543,188.4056495,0.34697173,543,93.18014946,0.171602485,543,111.0166907,0.204450627,543,129.3829982,0.238274398,543,125.1366751,0.230454282,543,78.87710639,0.145261706,66.75,8,4,7.5,8,11.75,6,8.5,5.5,5,2.5,62,7.5,3.75,7.5,7.5,9.5,6.5,8,4.75,5.5,1.5,11.5,16.5,13,5.5,11.5,58,Purna Sighn Thapa,40,Male,CPN-MC
4,TANAHU,Nagarpalika,Bhanu,43255,3617,8.36%,184.29,972,430.9339024,0.443347636,972,316.6921397,0.325814959,972,198.279097,0.203990841,972,213.8565166,0.220016992,972,180.3530632,0.185548419,972,226.0493006,0.232561009,972,140.4432398,0.14448893,69,8,5.5,10,10,10.75,6,4.75,4,6,4,41.75,6,4,6.5,6,8.25,4,2.5,0.5,3,1,10.5,9.5,9,3.5,8.5,41,Udaya Raj Gauli,67,Male,NC
4,TANAHU,Nagarpalika,Bhimad,33077,2362,7.14%,129.3,683,296.7674785,0.434505825,683,209.0806026,0.306120941,683,65.95209079,0.096562358,683,133.1220486,0.194907831,683,111.4919483,0.163238577,683,107.8180524,0.15785952,683,94.41896238,0.138241526,61.25,8.5,5,7,9,10.75,5,7.25,3.25,3.5,2,63.75,8.5,5,8,10,9.75,5,8,3.5,4.5,1.5,17,23,15,9,13.5,77.5,Mekh Bahadur Thapa,47,Male,CPN-UML
4,TANAHU,Nagarpalika,Byas,80944,8564,10.58%,247.73,1303,618.6001222,0.474750669,1303,448.2432209,0.344008612,1303,201.2059716,0.154417476,1303,299.3618695,0.229748173,1303,299.7752655,0.230065438,1303,318.7101179,0.244597174,1303,218.909062,0.168003885,89,9,8,10,9.5,15.5,7,10.5,8,8,3.5,87.5,8.5,7,10,11,15,7,10.5,8.5,8,2,16,19,15,9.5,12.5,72,Baikuntha Nath Neupane,58,Male,NC
4,TANAHU,Gaunpalika,Devghat,14941,837,5.60%,159.45,838,385.1137727,0.459562975,838,277.2339554,0.330828109,838,168.0517507,0.200539082,838,163.4676675,0.195068816,838,166.2338252,0.19836972,838,229.8371258,0.274268647,838,122.7860897,0.14652278,57,9,5.5,9,6.5,10.5,4.5,4.5,2,3.5,2,62,8.5,5.5,5,7.75,9.5,5.5,6.25,6.5,4.5,3,9.5,17,13,6.5,10.5,56.5,Durga Bahadur Thapa,42,Male,CPN-UML
4,TANAHU,Gaunpalika,Ghiring,15038,846,5.63%,126.35,667,250.4680807,0.375514364,667,188.8870771,0.283189021,667,90.97154104,0.136389117,667,113.7638966,0.170560565,667,102.1361098,0.153127601,667,92.36971251,0.138485326,667,74.92002101,0.11232387,60.75,8,4.75,8,6.75,10.25,5,9.5,4,2,2.5,60,7.75,5.25,6,9,12.5,3,7.25,4.5,4.75,0,5.5,12.5,10,4.5,5,37.5,Ran Bahadur Rana,43,Male,CPN-UML
4,TANAHU,Gaunpalika,Myagde,23385,2186,9.35%,115.36,608,297.5121365,0.489329172,608,204.303086,0.336024812,608,85.98710953,0.141426167,608,139.6966693,0.229764259,608,127.5117068,0.209723202,608,132.3415848,0.21766708,608,111.4023519,0.183227553,91.5,9,8,11,11,16,7,9.5,10,7,3,87.75,8,7.5,8.5,10.5,15.5,6.5,11.5,8,7,4.75,17.5,25.5,16,13,11,83,Maya Devi Rana Ale,60,Male,NC
4,TANAHU,Gaunpalika,Rhishing,18821,918,4.88%,215.06,1136,487.1879543,0.428862636,1136,326.046747,0.287012981,1136,170.6844613,0.150250406,1136,197.1446187,0.173542798,1136,170.0020363,0.14964968,1136,257.4042531,0.226588251,1136,141.5963251,0.124644652,68,9,6.5,8,7,11,5.5,7.5,7,3.5,3,46.25,8,4.5,6.5,8,8.25,2,3,3,1.5,1.5,12.5,16.5,11,2.5,6.5,49,Rajendra Krishna Shrestha,48,Male,NC
4,TANAHU,Nagarpalika,Shuklagandaki,55749,6274,11.25%,164.77,872,463.6105124,0.531663432,872,311.5275279,0.357256339,872,136.1129909,0.156092879,872,210.1630769,0.241012703,872,185.6282455,0.212876428,872,205.1977485,0.235318519,872,157.9385803,0.181122225,54.25,8.5,3.25,6.5,6.5,10,5,4,3,4.5,3,76,9,7,8,8.5,13,7,9.5,8,5.5,0.5,13,24,14,10.5,9,70.5,Kishan Gurung,50,Male,NC
5,ARGHAKHANCHI,Nagarpalika,Bhumekasthan,28317,1607,5.68%,159.13,837,391.4371005,0.467666787,837,259.6548589,0.310220859,837,85.40955551,0.10204248,837,169.770309,0.20283191,837,158.8605293,0.189797526,837,135.7482393,0.162184276,837,104.5432496,0.124902329,64.75,7.5,7,8,10.75,11,2.5,5,7.5,4.5,1,73.5,9,7,6.5,10,13,4,8,10,4,2,12,21,12,8,9,62,Resham Thapa,44,Male,CPN-MC
5,ARGHAKHANCHI,Gaunpalika,Chhatradev,21691,1555,7.17%,87.62,467,203.6632313,0.436109703,467,143.6690023,0.307642403,467,48.56313371,0.10398958,467,95.35981971,0.204196616,467,73.46528076,0.157313235,467,76.14787801,0.163057555,467,61.4448748,0.131573608,75.5,8,7,8,10.5,11.75,6.5,7.25,7,4.5,5,77.25,9,7.25,7,9.75,13,7,7.25,7,4.5,5.5,16,21.5,13,11,10,71.5,Lekhnath Pokharel,43,Male,NC
5,ARGHAKHANCHI,Gaunpalika,Malarani,23780,1637,6.88%,101.06,533,233.3031573,0.437716993,533,166.6238922,0.312615182,533,66.87662104,0.125472084,533,113.8455878,0.213593973,533,89.01465759,0.167006862,533,93.66786672,0.175737086,533,70.6197568,0.132494853,65.75,7.5,7.25,9.5,7.75,12.25,6,6,2.5,4.5,2.5,72.5,8.5,6.5,8.5,8.75,13.75,5,8,6,5.5,2,13.5,17,7,6.5,8.5,52.5,Bal Krishna Sharma (Acharya),62,Male,CPN-UML
5,ARGHAKHANCHI,Gaunpalika,Panini,22330,1307,5.85%,151.43,797,339.6057198,0.426105044,797,246.0125572,0.308673221,797,76.05325,0.095424404,797,148.0674904,0.185781042,797,106.6903363,0.133864914,797,123.4721168,0.1549211,797,98.67333509,0.123805941,85,8.5,7.25,8.5,9.75,15,7,8,8,7,6,83.25,9,7.5,9,10,14.75,7,8,7,7,4,13,22.5,11,4.5,5.5,56.5,Achyut Gautam,43,Male,NC
5,ARGHAKHANCHI,Nagarpalika,Sandhikharka,42528,3990,9.38%,129.42,684,304.5592692,0.445262089,684,220.1395843,0.321841498,684,77.50950593,0.113317991,684,146.8960242,0.214760269,684,106.1793068,0.155232905,684,119.4995388,0.174706928,684,110.2144128,0.161132182,73.25,7,7,8,10.5,12.5,6,6.5,5.25,4.5,6,79.25,9,5.5,7,10.75,13,7,9.5,6.25,5.5,5.75,18.5,22.5,11,11,12.5,75.5,Kamal Prasad Bhusal,56,Male,NC
5,ARGHAKHANCHI,Nagarpalika,Sitganga,37888,1516,4.00%,610.41,3219,1458.973431,0.453238096,3219,1227.155926,0.381222717,3219,1055.008899,0.327744299,3219,563.2215474,0.174967862,3219,537.7263749,0.167047647,3219,535.8130709,0.166453268,3219,436.9004762,0.135725528,61.75,8,5.25,7,8.5,9,7,7,6,2.5,1.5,70.75,8,8,8,9.75,13.5,7,5,7,4,0.5,18,22.5,10,6.5,8,65,Surya Prasad Adhikari,52,Male,NC
5,BANKE,Gaunpalika,Baijanath,70315,5138,7.31%,141.68,750,476.4199798,0.63522664,750,317.7506956,0.423667594,750,182.0829012,0.242777202,750,223.9482366,0.298597649,750,183.2491459,0.244332194,750,246.6966689,0.328928892,750,189.5644399,0.252752586,64,7.5,7.75,8,9,10,7,4.25,4,4,2.5,73.75,8,7.25,7.25,10,9.75,7,9.5,6.5,5.5,3,10.5,13.5,10,6,6,46,Man Bahadur Ruchal Thakuri,46,Male,CPN-UML
5,BANKE,Gaunpalika,Duduwa,43039,1071,2.49%,91.09,478,349.1957623,0.730535068,478,271.9966725,0.569030696,478,166.6286029,0.348595404,478,212.4560321,0.444468686,478,173.2784421,0.362507201,478,190.0029363,0.397495683,478,170.3988542,0.356482959,79,8.25,7.5,10.5,9.75,13.5,6.5,4.5,9,5.5,4,90.75,8.5,8,10.5,11,14.5,7,10,9.5,7,4.75,-,-,-,-,-,N/A,Narendra Kumar Chaudhary,49,Male,NC
5,BANKE,Gaunpalika,Janki,46536,1995,4.29%,63.32,339,482.1727641,1.422338537,339,318.9859675,0.940961556,339,240.6788731,0.709967177,339,278.3598217,0.821120418,339,253.1366502,0.746715782,339,281.8393744,0.831384585,339,264.4127368,0.779978575,70.25,8,4.5,8,8.5,14.25,7,3,7.5,6,3.5,79.5,8,6,10,10.5,13.75,6,7.75,8.5,6.5,2.5,13,22,10,9.5,8,62.5,Ram Niwas Yadav,58,Male,CPN-UML
5,BANKE,Gaunpalika,Khajura,63749,4208,6.60%,101.91,538,375.0589339,0.697135565,538,284.9742722,0.529691956,538,168.2802102,0.312788495,538,207.8780699,0.386390464,538,179.3585816,0.333380263,538,206.1718201,0.383218996,538,193.9176516,0.360441732,43,6.5,3.75,4.5,5.75,6,7,2.5,5.5,1,0.5,73.25,6.25,6.75,8,9,13.25,7,7,9,4,3,14.5,21,13,6.5,11.5,66.5,Kismat Kumar Kashypati,58,Male,CPN-UML
5,BANKE,Nagarpalika,Kohalpur,100289,11080,11.05%,184.25,973,967.7168058,0.994570201,973,492.0787481,0.505733554,973,323.0757438,0.332040847,973,354.703144,0.364545883,973,359.9303072,0.369918096,973,434.5034468,0.446560582,973,357.6168554,0.367540447,47.75,7,2.5,6.5,5.75,8.5,6,3.5,5.5,2.5,0,69,8.5,3,8,7,13.25,6.5,7.5,9,4,2.25,-,-,-,-,-,N/A,Loot Bahadur Rawat,68,Male,CPN-UML
5,BANKE,Gaunpalika,Narainapur,43698,823,1.88%,172.34,917,427.1938489,0.46586025,917,366.7980384,0.399997861,917,175.0331495,0.190875845,917,175.1434448,0.190996123,917,159.4318271,0.173862407,917,241.2899084,0.263129671,917,132.6390458,0.144644543,49.5,7.5,5,8,7.75,7.25,4.5,2.5,1.5,4.5,1,51.5,7,5.5,8.5,7.75,8.75,6,0.5,2,4.25,1.25,-,-,-,-,-,N/A,Ishitayak Ahamad Shah,48,Male,FSFN
5,BANKE,Upamahanagarpalika,Nepalgunj,166258,16890,10.16%,85.94,456,1347.249635,2.954494814,456,873.0042,1.914482895,456,873.6258304,1.915846119,456,919.3944029,2.016215796,456,855.8895931,1.876950862,456,1060.060341,2.324693731,456,984.1333873,2.158187253,72,8,6,6,10.25,12.75,5,8,8.5,5.5,2,52.5,5.5,3.5,9.75,9.75,5.75,3,7.5,3.5,2.25,2,14,21.5,11,5,6.5,58,Dhawal Shamsher JangaBahadur Rana,56,Male,RPP
5,BANKE,Gaunpalika,Rapti Sonari,67782,3630,5.36%,1041.74,5500,3218.093582,0.585107924,5500,1862.357138,0.338610389,5500,1914.958333,0.348174242,5500,1067.601538,0.19410937,5500,1572.039332,0.285825333,5500,1725.283089,0.313687834,5500,814.2841763,0.148051668,49,7,4,5.5,7.5,9,5,6,0.5,3.75,0.75,67.25,7.5,5.75,7.5,9,13,5,7,5.5,5.5,1.5,11,11,8,6.5,8.5,45,Lahu Ram Tharu,50,Male,NC
5,BARDIYA,Gaunpalika,Badhaiyatal,52056,3315,6.37%,115.19,608,341.4616742,0.561614596,608,257.928123,0.424223886,608,105.1442292,0.172934587,608,154.8832431,0.254742176,608,130.5168779,0.214665918,608,143.2919993,0.23567763,608,146.9340613,0.241667864,44.25,7.5,3,4,5.5,8.75,5.5,0.5,5,2.5,2,50.75,8,4.75,5,4.5,11,6,1.5,4.5,3,2.5,11,15.5,10,2,6,44.5,Lal Bahadur Shrestha,52,Male,CPN-UML
5,BARDIYA,Nagarpalika,Bansagadhi,63400,3863,6.09%,206.08,1088,556.4439861,0.511437487,1088,436.3734278,0.401078518,1088,192.489229,0.176920247,1088,245.5943255,0.225730079,1088,212.3286819,0.195155039,1088,241.6052509,0.22206365,1088,212.1442288,0.194985504,70.5,9,5.5,8.5,7,12,6.5,8,5.5,5.5,3,80.75,9,7.5,8,7.75,14.5,7,10,9,7,1,10.5,16,11,7,10,54.5,Salik Ram Adhikari,48,Male,CPN-UML
5,BARDIYA,Nagarpalika,Barbardiya,72892,4529,6.21%,226.82,1196,582.0871681,0.486694957,1196,438.1659401,0.366359482,1196,190.3877369,0.159187071,1196,278.1077873,0.232531595,1196,228.4011295,0.190970844,1196,252.8340197,0.211399682,1196,255.9091595,0.213970869,55.25,7.25,5.5,6.5,7.5,9.5,6.5,4,4,4.5,0,52.75,6.75,3.5,5.75,6.25,8.5,4,5,5.5,5.5,2,9.5,17.5,10,4.5,5.5,47,Durga Bahadur Tharu,40,Male,CPN-MC
5,BARDIYA,Gaunpalika,Geruwa,33742,2289,6.78%,78.41,415,208.941965,0.503474614,415,158.5052151,0.381940277,415,59.42805125,0.143200123,415,90.51120552,0.21809929,415,74.41328033,0.179309109,415,95.31119657,0.229665534,415,75.11862583,0.181008737,58.75,8,5,6,8,9,5.5,5,5.75,5.5,1,67.75,8,6.75,7.5,7,13.5,6,6,6,4,3,14.5,21,12,5.5,7.5,60.5,Jaman Sighn KC,46,Male,NC
