PROVINCE,DISTRICT,UNIT_TYPE,UNIT_NAME,popn_2021, popn_highschool_and_equivalent,high_school_per,area_kmsq,lum_count_2021,sum_2021,mean_2021,lum_count_2017,sum_2017,mean_2017,lum_count_2016,sum_2016,mean_2016,lum_count_2015,sum_2015,mean_2015,lum_count_2014,sum_2014,mean_2014,lum_count_2013,sum_2013,mean_2013,lum_count_2012,sum_2012,mean_2012,lisa_total_100_20_21,lisa_governance_management_9_20_21,lisa_organization_administration_8_20_21,lisa_budget_plan_management_11_20_21,lisa_fiscal_economic_management_11_20_21,lisa_service_delivery_16_20_21,lisa_judicial_execution_7_20_21,lisa_physical_infrastructure_13_20_21,lisa_social_inclusion_10_20_21,lisa_environmental_protection_ disaster_management_9_20_21,lisa_cooperation_coordination_6_20_21,lisa_total_100_21_22,lisa_governance_management_9_21_22,lisa_organization_administration_8_21_22,lisa_budget_plan_management_11_21_22,lisa_fiscal_economic_management_11_21_22,lisa_service_delivery_16_21_22,lisa_judicial_execution_7_21_22,lisa_physical_infrastructure_13_21_22,lisa_social_inclusion_10_21_22,lisa_environmental_protection_ disaster_management_9_21_22,lisa_cooperation_coordination_6_21_22,fra_plan_budget_program_management_21_21_22,fra_implementation_capability_management_21_21_22,fra_accounting_reporting_17_20_21,fra_monitoring_evaluation_audit_16_21_22,fra_revenue_management_17_21_22,fra_total_100_21_22,Name of Chairperson,Age at Election,Sex,Political Affiliation
2,BARA,Gaunpalika,Adarshkotwal,29586,757,2.56%,36.25,190,150.7527148,0.793435341,190,104.3449524,0.54918396,190,46.32713531,0.243827028,190,57.91681801,0.304825358,190,52.87436527,0.278286133,190,58.21333893,0.306385994,190,53.49797934,0.281568312,30.75,5.5,3,5.5,5,4.25,1.5,1.5,2.5,2,0,38.75,6,4.25,6,5.5,5.25,2.75,2,3.5,3.5,0,11,7.5,6,1,5.5,31,Mustufa Ansari,45,Male,FSFN
2,BARA,Gaunpalika,Baragadhi,29836,1145,3.84%,39.29,203,166.6796214,0.821081879,203,106.0415353,0.522372095,203,49.3323615,0.243016559,203,56.98392883,0.280709009,203,51.84090868,0.255373934,203,54.53829752,0.268661564,203,49.32871556,0.242998599,75.75,8.75,8,8.5,10.25,13.75,7,5.5,7.5,5,1.5,78.5,9,8,9,10,14.75,6.5,6.5,9.25,4,1.5,8,19,8,3,7,45,Dev Datta Bachad Tharu,62,Male,NC
2,BARA,Gaunpalika,Bishrampur,23891,718,3.01%,19.81,104,215.8965527,2.075928392,104,128.4315882,1.234919117,104,110.4050491,1.06158701,104,105.085214,1.01043475,104,93.67565271,0.90072743,104,84.13711086,0.809010681,104,93.37604918,0.897846627,32.25,7,2.25,6,3.5,6,0,4.5,3,0,0,48.25,8,6.75,6,7,10.5,4,4,0,2,0,8,7,6,3.5,6,30.5,Amiri Lal Raut,45,Male,NLF
2,BARA,Gaunpalika,Devtal,25082,859,3.42%,23.31,122,132.4761752,1.085870288,122,97.79529437,0.801600774,122,47.31797177,0.387852228,122,45.56041214,0.373446001,122,52.3454532,0.429061092,122,44.76403382,0.36691831,122,46.99978821,0.385244166,40.5,5.5,5.5,3,6.75,6.75,4,4.5,2,2.5,0,29.75,7,1.5,4,5,7.5,1.75,1,1,1,0,2,3,3,0.5,2,10.5,Chandan Kumar Sighn,34,Male,RJPN
2,BARA,Upamahanagarpalika,Jitpur Simara,119148,8889,7.46%,311.13,1641,1746.118944,1.064057857,1641,1144.784304,0.697613835,1641,862.7880792,0.525769701,1641,848.7030589,0.517186508,1641,893.3920105,0.544419263,1641,876.3021397,0.53400496,1641,754.5343517,0.459801555,45,7.25,3,5,2,10,3.5,2,7,3.25,2,66.25,8.5,5.25,11,4,11,4,6.5,9,4.5,2.5,8.5,18,7,5.5,7.5,46.5,Krishna Prasad Paudel,45,Male,CPN-UML
2,BARA,Upamahanagarpalika,Kalaiya,141179,7275,5.15%,109.99,571,704.9495397,1.234587635,571,463.3241339,0.811425804,571,388.5655318,0.680500056,571,427.418984,0.74854463,571,409.9163811,0.717892086,571,390.008909,0.683027862,571,430.2152706,0.753441805,65.5,8,5.25,7.5,6.5,9.25,5.5,7,5,6.5,5,84,8,7,8,9,15,7,9,8,7,6,13,21.5,10,5.5,10.5,60.5,Rajesh Raya Yadav,53,Male,NC
2,BARA,Gaunpalika,Karaiyamai,29045,1298,4.47%,47.69,246,176.1068848,0.715881646,246,129.632651,0.526961996,246,66.99853252,0.272351758,246,75.22465862,0.305791295,246,64.62931681,0.2627208,246,68.68674983,0.27921443,246,69.28398848,0.28164223,46.25,7.5,4.5,4,5,12,2.5,3.75,3,3,1,70.25,8,7,7,8,14.75,5,8,8,3.5,1,4.5,8,8,1,7,28.5,Bhuneshwor Dhami,62,Male,NC
2,BARA,Nagarpalika,Kolhabi,46200,3462,7.49%,157.4,823,441.6060471,0.536580859,823,334.3057079,0.406203776,823,156.4400823,0.190085155,823,187.0340174,0.22725883,823,168.3511996,0.204557958,823,182.5978958,0.221868646,823,145.7062256,0.177042801,56.75,6.75,5,6.75,7,8.75,3.5,7,6,6,0,42.5,7.5,6,6.5,4,11.25,2.5,3.75,0,1,0,4.5,8,2,1,2,17.5,Bharat Bahadur Bhandari,49,Male,CPN-UML
2,BARA,Nagarpalika,Mahagadhimai,59744,2683,4.49%,55.32,295,333.8025414,1.131534039,295,204.6157371,0.693612668,295,103.646139,0.351342844,295,105.2140587,0.356657826,295,151.4424494,0.513364235,295,105.9268485,0.359074063,295,111.6850238,0.378593301,54.75,6.5,5.75,6.75,5.25,12,4,5.25,4,4.25,1,63,6,5,5.5,6.5,13,6.5,9,7.5,4,0,9,4,7,1,5,26,Upendra Prasad Yadav,38,Male,NC
2,BARA,Nagarpalika,Nijgadh,36591,2944,8.05%,289.43,1514,778.9481212,0.514496778,1514,520.6333337,0.343879349,1514,323.7270736,0.213822374,1514,331.8420195,0.219182311,1514,378.6324115,0.250087458,1514,443.3648656,0.292843372,1514,247.9478892,0.163770072,70.25,8,4.75,8,10,11.25,6,7,5.75,5.5,4,41.5,7.5,4,6,5.75,7.25,4,3,1,2,1,8.5,8.5,6,2.5,4.5,30,Suresh Kumar Khanal,43,Male,NC
2,BARA,Nagarpalika,Pacharauta,40252,1311,3.26%,44.01,232,215.9328322,0.930744967,232,145.4534855,0.626954679,232,64.66680422,0.278736225,232,72.51651137,0.31257117,232,71.80212648,0.309491924,232,72.6226864,0.313028821,232,72.64189653,0.313111623,54.25,8.5,7,8.25,5,7.5,3.75,5.25,5.5,3,0.5,54,6.25,6.5,7,6.75,9.5,4,4,7,3,0,8.5,6,4,0,7,25.5,Ramesh Kumar Yadav,36,Male,FSFN
2,BARA,Gaunpalika,Parwanipur,22466,1150,5.12%,15.48,86,194.5735496,2.262483135,86,122.6950523,1.426686655,86,105.4736421,1.226437699,86,114.8649884,1.3356394,86,97.89560673,1.138321008,86,92.48736674,1.075434497,86,104.5058871,1.215184734,57.5,6.75,6.75,8,9,10,3,4,5,4,1,32,4,2,6,6,5,1,4,4,0,0,6.5,4,5,2,0.5,18,Hari Narayan Prasad Sah Kun,47,Male,RJPN
2,BARA,Gaunpalika,Pheta,28922,1100,3.80%,23.65,124,192.7149299,1.554152661,124,118.802714,0.958086403,124,103.7974741,0.837076404,124,101.3906955,0.817666899,124,85.17447695,0.686890943,124,76.64291097,0.618087992,124,76.333258,0.61559079,28.75,4,1,1.5,5.5,5,5,1.5,4.25,0.5,0.5,18.25,2.5,3.75,4,4,2.5,0,0.5,0,0,1,2.5,4,2,0,0,8.5,Amirlilal Prasad,49,Male,FSFN
2,BARA,Gaunpalika,Prasauni,21747,1308,6.01%,20.24,107,182.0150148,1.701074904,107,123.6753712,1.15584459,107,104.1895795,0.973734388,107,113.2068704,1.058008135,107,95.77210426,0.895066395,107,91.69484073,0.856961128,107,96.83687174,0.905017493,51,7.25,5.75,5.5,4.25,10.75,4,5,4,2.5,2,35,7.5,3.25,4.5,3,5.75,3.5,4,2,1.5,0,8,10,9,0,2,29,Bhola Prasad Gupta,50,Male,RJPN
2,BARA,Nagarpalika,Simraungadh,53103,2245,4.23%,41.45,217,217.9046326,1.004168814,217,189.5973565,0.873720537,217,86.90327168,0.400475906,217,84.72603111,0.39044254,217,87.76056299,0.404426558,217,81.75286824,0.376741328,217,96.49205613,0.444663853,52.75,6,4,8,7,9.5,3.75,6,4,3.5,1,38.5,5,3,8,3.5,6,2.5,5.5,2,3,0,2,4,1,0,0,7,Bijaya Sankar Yadav,36,Male,NC
2,BARA,Gaunpalika,Suwarna,35875,975,2.72%,36.84,193,172.3681987,0.893099475,193,124.6585509,0.645899227,193,61.7365853,0.31987868,193,59.42700893,0.307911963,193,61.70232891,0.319701186,193,65.44013454,0.339068055,193,64.2531075,0.332917655,60.75,7.75,8,6.5,8.5,11,6,5,4.5,3.5,0,39.25,8,4.5,6,8,7.75,1,0.5,1,2,0.5,9,10,6,2.5,4,31.5,Mahendra Prasad Yadav,49,Male,FSFN
2,DHANUSHA,Gaunpalika,Aaurahi,24338,1135,4.66%,25.56,134,166.5231985,1.242710437,134,92.20715877,0.688113125,134,64.52488336,0.48152898,134,79.13310003,0.590545523,134,65.79532051,0.491009855,134,67.14129862,0.501054467,134,59.6737718,0.445326655,N/A,,,,,,,,,,,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Braham Dev Yadav,40,Male,NC
2,DHANUSHA,Gaunpalika,Bateshwor,21473,1215,5.66%,31.66,164,165.0973694,1.006691277,164,126.8265779,0.773332792,164,120.3516889,0.733851761,164,128.3122211,0.782391592,164,113.9856226,0.695034284,164,104.9959197,0.640219023,164,113.7855192,0.693814141,36,3.5,3.5,5,5.5,8.5,4,0.5,2.5,2,1,48.5,6,5.5,6,6.5,6.75,4.5,3,6.25,2.5,1.5,14,13,9,2.5,8.5,47,Dambar Bahadur Rawat Chettri,56,Male,CPN-UML
2,DHANUSHA,Nagarpalika,Bideha,37881,1517,4.00%,45.51,238,246.1145037,1.034094554,238,195.3137857,0.820646158,238,129.329248,0.543400201,238,142.932851,0.600558198,238,125.0350754,0.52535746,238,146.9129389,0.617281256,238,149.7692251,0.629282458,40.5,5.75,2,4,6,8.5,3,5.5,3.25,2.5,0,63.5,7.5,6.25,7.75,9.5,12.75,4,7.75,5,3,0,10.5,19,11,3,10,53.5,Bechan Das Tatma,46,Male,CPN-MC
2,DHANUSHA,Nagarpalika,Chhireshwornath,53031,2758,5.20%,50.85,263,305.7220632,1.162441305,263,240.1569807,0.913144413,263,209.312172,0.795863772,263,227.013884,0.863170662,263,186.4515697,0.70894133,263,185.061546,0.703656068,263,210.4044485,0.800016914,74.25,6.25,6.25,11,7.5,12.5,5,11,8.5,4.5,1.75,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Yogendra Pajyar,55,Male,NC
2,DHANUSHA,Gaunpalika,Dhanauji,21960,885,4.03%,22.13,115,128.319406,1.115820922,115,83.28687665,0.72423371,115,61.6942104,0.536471395,115,69.69779119,0.606067749,115,59.31552994,0.515787217,115,56.24376175,0.489076189,115,53.5277364,0.465458577,N/A,,,,,,,,,,,15.5,1.5,1,3,6.5,1,0,0,0,2.5,0,-,-,-,-,-,N/A,Badri Narayan Sighn,56,Male,NC
2,DHANUSHA,Nagarpalika,Dhanusadham,53035,2307,4.35%,91.64,480,504.715232,1.051490067,480,323.7225847,0.674422052,480,228.7628181,0.476589204,480,258.4635018,0.538465629,480,209.14991,0.435728979,480,196.2881937,0.408933737,480,172.0111396,0.358356541,75.5,7.75,7.25,7.5,10.75,12.75,4,11.5,8.5,5.5,0,70.5,8.25,5.75,9,10,10.5,5,8.5,6.5,5,2,-,-,-,-,-,N/A,Baleshwar Mandal,37,Male,NC
2,DHANUSHA,Nagarpalika,Ganeshman Charnath,44900,1971,4.39%,244.31,1281,654.3483235,0.510810557,1281,489.1491619,0.381849463,1281,327.7279834,0.255837614,1281,370.1666508,0.288966941,1281,459.8698547,0.358992861,1281,401.6322844,0.313530277,1281,214.1041761,0.167138311,51.25,6.5,4,6.5,8.25,8,6,5,4.5,1.5,1,60.75,8,5,8.5,8.5,9.25,6,6,4.5,3,2,-,-,-,-,-,N/A,Ram Babu Yadav,50,Male,FSFN
2,DHANUSHA,Nagarpalika,Hansapur,44929,1892,4.21%,48.71,256,340.019614,1.328201617,256,187.0673685,0.730731908,256,136.1894592,0.531990075,256,164.182886,0.641339399,256,131.9855049,0.515568379,256,139.9180534,0.546554896,256,145.7175765,0.569209283,N/A,,,,,,,,,,,45.5,6.75,4.5,6,3.5,5.75,7,5.5,4,2.5,0,-,-,-,-,-,N/A,Ram Gyan Mandal,36,Male,RJPN
2,DHANUSHA,Gaunpalika,Janaknandani,28267,918,3.25%,27.62,142,156.130661,1.099511697,142,123.003062,0.866218747,142,78.18255189,0.550581351,142,85.88885406,0.604851085,142,66.42521982,0.467783238,142,73.29114506,0.516134824,142,71.72089286,0.50507671,53.25,6.5,6.5,6,6,10.5,4,5.5,3,3.25,2,60,7.75,4.75,7,7.75,11,3.5,6.75,5,3.5,3,13.5,17,8,7.5,10,56,Abdul Barik Shesha,67,Male,NC
2,DHANUSHA,Upamahanagarpalika,Janakpur,195438,19612,10.03%,91.97,483,1354.213688,2.803755047,483,675.6330831,1.398826259,483,685.5785898,1.41941737,483,671.1788155,1.389604173,483,737.3379984,1.526579707,483,741.818701,1.535856524,483,1066.704748,2.208498443,32.25,6,1,5,7.75,5,4.5,1,0,2,0,89,8,6.5,8.5,9.5,15,7,12.5,8,9,5,20,21.5,12,9.5,13,76,Lal Kishor Sah,58,Male,RJPN
2,DHANUSHA,Nagarpalika,Kamala,45477,1710,3.76%,65.85,341,369.0748501,1.082330939,341,201.9043053,0.592094737,341,121.444579,0.35614246,341,146.9322048,0.430886231,341,106.0877887,0.311107885,341,123.7319954,0.362850427,341,112.8148022,0.330835197,69.75,8,6.75,6,7.5,13,5.5,7,5.5,5.5,5,51.25,9,6,4,8,8.25,4.75,3,3.5,1.75,3,12,20,13,10,13.5,68.5,Ramauudar Goit,51,Male,NC
2,DHANUSHA,Gaunpalika,Lakshminiya,33212,1670,5.03%,30.66,162,229.7645413,1.418299638,162,143.8517603,0.887973829,162,120.7490945,0.745364781,162,122.9082434,0.75869286,162,97.73458274,0.603299893,162,97.63540155,0.602687664,162,97.97256519,0.604768921,54.25,8,5.75,6.5,7.5,9,6,8.5,0.5,2,0.5,77,8.5,6.5,8.5,10,15,7,9,4.5,4,4,-,-,-,-,-,N/A,Binendashor Yadav,71,Male,FSFN
2,DHANUSHA,Nagarpalika,Mithila,38008,1730,4.55%,187.93,987,811.8989677,0.822592672,987,473.5406819,0.479777793,987,333.2894233,0.337679254,987,393.8756454,0.39906347,987,404.4705013,0.409797874,987,373.4026703,0.378320841,987,274.975105,0.278596864,42.5,6,5,4,6,7.25,2,1.5,7.75,3,0,59.75,7,4.25,8,7,11,3,4.5,8,4,3,-,-,-,-,-,N/A,Indra Kumari,31,Male,NC
2,DHANUSHA,Nagarpalika,Mithila Bihari,47408,4417,9.32%,37.6,199,251.3956455,1.263294701,199,160.6321878,0.807196924,199,116.3308539,0.584577155,199,135.0196084,0.678490494,199,115.6368463,0.58108968,199,114.3883895,0.574816028,199,111.4121327,0.559859963,65.25,7.5,8,9.5,8,12.75,2,6.5,6.5,4.5,0,75.25,7.5,8,9.25,8.5,14.5,4,3.5,8.5,7,4.5,13,16,9,4.5,10,52.5,Anil Kumar Yadav,36,Male,CPN-UML
2,DHANUSHA,Gaunpalika,Mukhiyapatti Musarmiya,29351,1203,4.10%,26.84,138,170.547069,1.235848326,138,93.61748856,0.678387598,138,67.04846185,0.485858419,138,69.60727447,0.50440054,138,58.64877279,0.424991107,138,58.27797705,0.422304182,138,48.45786528,0.351143951,40.75,5.75,5.75,6.5,6,7.5,0,4.5,2.75,2,0,80,8,8,10.5,9,15,6.5,10,7.5,3.75,1.75,15,22.5,12,11,9.5,70,Manoj Kumar Yadav,46,Male,CPN-UML
2,DHANUSHA,Nagarpalika,Nagarain,37949,2112,5.57%,39,205,227.153169,1.108064239,205,151.6129106,0.739575174,205,121.1111246,0.590785974,205,135.2390455,0.659702661,205,105.1783774,0.513065256,205,89.779906,0.437950761,205,78.38345432,0.382358314,32.25,5.25,2.5,4.5,3.5,6.25,4.25,3,2,1,0,30.5,7.5,1.5,3.75,5,6.25,3,1,0.5,2,0,-,-,-,-,-,N/A,Prameshwor Yadav,68,Male,NC
2,DHANUSHA,Nagarpalika,Sabaila,62510,2320,3.71%,64.47,332,280.2779491,0.84421069,332,250.6961061,0.755108753,332,201.1235735,0.605793896,332,230.9884992,0.695748492,332,165.734844,0.499201337,332,168.525084,0.507605675,332,148.5298132,0.447378956,16.5,4,0.5,2,4.5,3,1,0.5,0.5,0.5,0,41,6.25,6.5,6.75,6.25,8.25,2,1,2,2,0,-,-,-,-,-,N/A,Bijaya Sankar Prasad,55,Male,NC
2,DHANUSHA,Nagarpalika,Sahidnagar,53546,2157,4.03%,57.37,305,292.4055795,0.958706818,305,242.9311368,0.79649553,305,180.1432746,0.590633687,305,212.6756352,0.697297164,305,160.966646,0.527759495,305,188.8498668,0.619179891,305,199.2687674,0.653340221,46.75,8,4,4,6.5,7.75,6,6,3,1.5,0,37,5,3.5,5,4.75,9.25,6,0,2.5,1,0,-,-,-,-,-,N/A,Udaya Kumar Yadav,24,Male,CPN-MC
2,MAHOTTARI,Nagarpalika,Aurahi,40834,1596,3.91%,35.76,187,287.9621895,1.539904757,187,131.3648677,0.702485923,187,91.07512529,0.487032756,187,109.2481794,0.584214863,187,94.0126133,0.502741248,187,97.6930238,0.522422587,187,87.5553681,0.468210525,N/A,,,,,,,,,,,62.5,8.5,7,7.25,7.5,11.25,1,7.5,7,4.5,1,12.5,12,3,2,6,35.5,Sunil Kumar Yadav,31,Male,NC
2,MAHOTTARI,Nagarpalika,Balwa,50031,1894,3.79%,44.07,233,368.0609847,1.579660878,233,158.0048382,0.678132353,233,93.74223368,0.402327183,233,108.7717324,0.466831469,233,90.53105533,0.388545302,233,104.2375045,0.447371264,233,67.70847632,0.290594319,20.75,3,2.5,4.25,4.5,2,1,2.5,1,0,0,88.25,7.5,8,10.25,7.5,15.75,6,10.75,9.5,9,4,-,-,-,-,-,N/A,Binod Kumar Yadav,44,Male,NC
2,MAHOTTARI,Nagarpalika,Bardibas,68353,6820,9.98%,315.57,1656,958.4998313,0.578804246,1656,619.588536,0.374147667,1656,400.1417682,0.241631503,1656,453.5603099,0.273889076,1656,530.5750405,0.320395556,1656,615.7675865,0.37184033,1656,291.453007,0.175998193,52.75,8,5,6,6.5,7.25,6,5,3.5,3.5,2,47.5,6.75,4,6,7.5,8.75,6,3.5,2,3,0,-,-,-,-,-,N/A,Binod Kumar Karki,50,Male,CPN-MC
2,MAHOTTARI,Nagarpalika,Bhangaha,56570,2407,4.25%,77.21,399,438.3198667,1.098546032,399,224.2605692,0.562056564,399,160.1482782,0.401374131,399,192.5525648,0.482587882,399,153.3822314,0.38441662,399,188.6400732,0.472782138,399,158.973557,0.398429967,44.5,6.75,6,6.5,3.75,11.5,4,2.5,3,0.5,0,34.75,5.25,3,4,7,8,2.5,0.5,2,0.5,2,-,-,-,-,-,N/A,Sanjib Kumar Sah,35,Male,RJPN
2,MAHOTTARI,Gaunpalika,Ekdanra,32060,1501,4.68%,24,124,213.8617201,1.724691291,124,84.5816879,0.682110386,124,52.18127659,0.420816747,124,53.88824984,0.43458266,124,54.19590586,0.437063757,124,56.50827906,0.455711928,124,48.15763113,0.388367993,N/A,,,,,,,,,,,47.25,7,3,5,3.5,5.75,6,2.5,9,4.75,0.75,0,1,1,0,0,2,Ram Chabi Lal Sah,43,Male,RJPN
2,MAHOTTARI,Nagarpalika,Gaushala,73008,3793,5.20%,144.73,754,548.3862481,0.727302716,754,400.7769149,0.53153437,754,259.1844796,0.343745994,754,282.7398746,0.374986571,754,282.9902936,0.375318692,754,316.5930825,0.419884725,754,264.7566468,0.351136136,43.75,6,4.75,8,4,7,6,4,4,0,0,81.75,7,5.5,8.5,9,14.75,6,8.5,9,8,5.5,9,11,7,2.5,3.5,33,Shivanath Mahato,43,Male,CPN-MC
2,MAHOTTARI,Nagarpalika,Jaleswor,63501,4147,6.53%,44.26,231,590.142556,2.554729679,231,218.5023114,0.945897452,231,162.0399245,0.701471535,231,168.2785113,0.728478404,231,170.9532621,0.740057412,231,177.0737945,0.766553223,231,181.4739432,0.785601486,35,5.5,3.75,5.5,4.5,6.25,3,3.5,0,3,0,40.5,4,4,4.5,5,10,3,4.5,4,1.5,0,-,-,-,-,-,N/A,Ram Shankar Mishra,48,Male,RJPN
2,MAHOTTARI,Nagarpalika,Loharpatti,46336,1682,3.63%,50.06,262,347.9246316,1.327956609,262,173.0467477,0.66048377,262,93.05875982,0.355186106,262,130.745591,0.499028973,262,131.8477985,0.503235872,262,143.8081932,0.548886234,262,111.6052365,0.425974185,29.75,4.5,2,4.25,5.25,5,3.75,1.5,0.5,3,0,47.75,5.5,3.75,8.5,6.75,9.25,3,2.5,5,3.5,0,10,13,5,0,0,28,Shailendra Kumar Yadav,35,Male,NC
2,MAHOTTARI,Gaunpalika,Mahottari,32652,1598,4.89%,28.08,152,261.1285706,1.717951122,152,95.58741641,0.628864582,152,62.63425189,0.412067447,152,72.9284935,0.47979272,152,63.62919931,0.418613153,152,71.70473987,0.47174171,152,50.93554236,0.335102252,48,7,6.5,6.5,5.5,9.5,4,4.5,3,1.5,0,77.5,8,7,9,9,13.5,4.5,7,9,6.5,4,16,22,10,7,11.5,66.5,Sunil Kumar Raya,47,Male,RJPN
2,MAHOTTARI,Nagarpalika,Manra Siswa,49126,2633,5.36%,49.73,257,380.1636698,1.479236069,257,172.3958895,0.670801126,257,118.9520853,0.462848581,257,122.5236402,0.476745682,257,105.3718648,0.410007256,257,112.7958982,0.438894545,257,87.96750581,0.342286015,N/A,,,,,,,,,,,29.5,4.25,3.5,3,4.5,6.25,5,0.5,2.5,0,0,8.5,9,8,3,2.5,31,Sanjaya Kumar Sighn,48,Male,RJPN
2,MAHOTTARI,Nagarpalika,Matihani,36063,1439,3.99%,29.02,149,284.1615604,1.907124567,149,88.21767926,0.592064961,149,54.8721834,0.368269687,149,61.66081595,0.41383098,149,59.4086512,0.39871578,149,69.48044635,0.46631172,149,55.50602005,0.372523625,14.5,3.5,0,1.5,2,5.5,0,0.5,1.5,0,0,22.25,6,2.5,4,2,5.75,1,0,0,1,0,13,21,9,8.5,5.5,57,Hari Prasad Mandal,43,Male,RJPN
2,MAHOTTARI,Gaunpalika,Pipra,39500,2287,5.79%,39.98,203,480.7782886,2.368365954,203,122.2694534,0.602312578,203,73.57410556,0.362434018,203,86.81129059,0.427641826,203,86.02704971,0.42377857,203,109.4720268,0.539271068,203,81.8618724,0.403260455,40,4.25,5.25,4.5,6,7.5,2,3.5,5,2,0,72.25,9,8,9,8,15.5,3.5,6,6.5,3.75,3,-,-,-,-,-,N/A,Binod Kumar Chaudhary,42,Male,RJPN
2,MAHOTTARI,Nagarpalika,Ramgopalpur,36594,1491,4.07%,39.54,210,291.1081394,1.386229235,210,160.326647,0.763460224,210,89.5996653,0.426665073,210,102.3666827,0.487460394,210,91.15690522,0.434080501,210,95.16090359,0.45314716,210,72.05760644,0.343131459,16.75,5.75,0,2,0.5,3.75,3.5,0,0,0.5,0.75,30.75,6.75,2.5,5,5,3.5,5.5,1,0,1.5,0,8.5,7.5,3,0,2.5,21.5,Ashok Kumar Mandal,45,Male,CPN-MC
2,MAHOTTARI,Gaunpalika,Samsi,38676,1274,3.29%,21.57,115,165.2276554,1.436762221,115,96.42301705,0.838461018,115,65.0413131,0.565576636,115,68.82405189,0.598470016,115,64.70573071,0.562658528,115,70.51436184,0.613168364,115,62.31934211,0.541907323,15.25,7,2.5,1.5,2,0.75,1,0,0,0.5,0,29,4,3,5,5.75,5.75,1,1,1.5,2,0,7,9,2,2.5,4,24.5,Sesh Faruk,46,Male,CPN-MC
2,MAHOTTARI,Gaunpalika,Sonama,51736,1944,3.76%,57.77,302,318.2358267,1.053761016,302,182.4821024,0.604245372,302,118.6938525,0.393026002,302,129.7404891,0.429604269,302,115.0263645,0.380882002,302,123.5421208,0.40907987,302,120.644289,0.399484401,40.25,6,3,3.5,3,4.5,1.5,3.5,6.5,6,2.75,N/A,,,,,,,,,,,-,-,-,-,-,N/A,Raj Kumar Yadav,45,Male,FSFN
2,PARSA,Nagarpalika,Bahudaramai,43780,1669,3.81%,31.55,164,192.2771524,1.172421661,164,126.6025889,0.771967005,164,97.1702649,0.592501615,164,104.0384078,0.634380535,164,85.85614945,0.523513106,164,89.62234572,0.546477718,164,95.86172777,0.58452273,56.75,6.75,4.5,5.75,8.5,9.75,2,6.5,6.5,4.5,2,70.75,8.25,5,7,6,14.5,4,8,8,6,4,10.5,16.5,13,5,10,55,Nitendra Prasad Sah Teli,38,Male,NC
2,PARSA,Gaunpalika,Bindabasini,24466,882,3.61%,26.04,139,171.210421,1.231729648,139,108.286171,0.779037201,139,75.36113873,0.542166466,139,78.02654576,0.561342056,139,64.83750021,0.466456836,139,64.34347871,0.462902725,139,71.5016153,0.51440011,N/A,,,,,,,,,,,13.25,0,0,4.5,4.75,0.5,0,0,0,3,0.5,12.5,7.5,7,2,4.5,33.5,Shrilal Sah Kanu,39,Male,FSFN
2,PARSA,Mahanagarpalika,Birgunj,268273,21977,8.19%,132.08,689,2564.537508,3.722115396,689,1456.404832,2.113795112,689,1416.989635,2.05658873,689,1366.131208,1.982773887,689,1423.669684,2.066284012,689,1222.047879,1.773654396,689,1534.425342,2.227032427,48.5,7.5,3.25,5.25,7.5,7.5,4.5,7.5,3,2.5,0,51.5,7.5,2,8,5.5,8.5,4.5,8.5,3.5,3.5,0,16.5,22,8,6.5,8,61,Bijaya Kumar Sarabagi,50,Male,FSFN
2,PARSA,Gaunpalika,Chhipaharmai,26742,788,2.95%,24.9,129,128.1678496,0.993549222,129,138.0779181,1.070371458,129,93.03751403,0.721221039,129,83.79467255,0.649571105,129,73.70967588,0.571392836,129,54.40450718,0.421740366,129,57.73104228,0.44752746,26.5,4.5,2,3.5,4,4,3,3.5,1,1,0,32.75,3.75,2,4.5,5.5,5,2.5,4,4,1.5,0,10,14.5,8,1,3,36.5,Manoj Kumar ,33,Male,CPN-MC
2,PARSA,Gaunpalika,Dhobini,22846,626,2.74%,24.41,128,108.0632181,0.844243891,128,100.1362926,0.782314786,128,62.13714223,0.485446424,128,68.35258365,0.53400456,128,52.89065237,0.413208222,128,43.54270788,0.340177405,128,57.10322869,0.446118974,N/A,,,,,,,,,,,34.5,4.25,3.25,3.5,6.75,5.25,2,3.5,2,3,1,-,-,-,-,-,N/A,Suresh Prasad Kurmi,52,Male,NC
2,PARSA,Gaunpalika,Jagarnathpur,32737,806,2.46%,45.29,238,184.8017389,0.776477894,238,148.5227051,0.62404498,238,82.91710597,0.348391202,238,101.4653288,0.426324911,238,78.57549822,0.330149152,238,66.98733692,0.281459399,238,72.1405074,0.303111376,36,5.25,3.75,3.75,4.25,8.5,4.5,3,0.5,2.5,0,67,5.75,6,9,9,11,6.5,7.5,5,3.75,3.5,-,-,-,-,-,N/A,Jalim Miya Mansuri,70,Male,CPN-MC
2,PARSA,Gaunpalika,Jirabhawani,22602,822,3.64%,55.39,291,190.8502388,0.655842745,291,150.0786136,0.515734067,291,83.53521349,0.287062589,291,103.7391269,0.356491845,291,100.1205105,0.344056737,291,94.45231436,0.3245784,291,86.24414074,0.296371618,37.25,5.5,4.75,8,7.5,6.5,1.5,0,0.5,3,0,51.5,6,3.75,7.5,7.75,6.5,4,6,5.5,2.5,2,12.5,19.5,11,10,8,61,Ramput Mahato,54,Male,CPN-UML
